ExerciseId,DateId,ExerciseDate,ExerciseMonth,ExerciseYear,ExerciseDay,ExerciseName,Weight,Sets,Reps,TrainingArea
599,69,7/03/2018,March,2018,Wednesday,Russian Twists,10,3,20,Core
600,69,7/03/2018,March,2018,Wednesday,Barbell twists,0,3,20,Core
601,69,7/03/2018,March,2018,Wednesday,Hanging leg raise,0,3,12,Core
602,69,7/03/2018,March,2018,Wednesday,Heel-taps,0,4,10,Core
603,69,7/03/2018,March,2018,Wednesday,Raised leg circles,0,4,10,Core
604,69,7/03/2018,March,2018,Wednesday,Scissors,0,4,12,Core
605,69,7/03/2018,March,2018,Wednesday,Knee-Pull ins,0,4,10,Core
606,69,7/03/2018,March,2018,Wednesday,Flitter Kicks,0,4,20,Core
607,70,9/03/2018,March,2018,Friday,Incline Bench,70,4,8,Chest
608,70,9/03/2018,March,2018,Friday,Shoulder Press,27.5,3,8,Shoulders
609,70,9/03/2018,March,2018,Friday,Shoulder Shrug,27.5,3,8,Shoulders
610,70,9/03/2018,March,2018,Friday,Front raises,7.5,4,8,Shoulders
611,70,9/03/2018,March,2018,Friday,Laterial Raises,7.5,4,8,Shoulders
612,70,9/03/2018,March,2018,Friday,Rear delt flys,7.5,4,8,Shoulders
613,70,9/03/2018,March,2018,Friday,Bicep Curl,30,3,12,Arms
614,70,9/03/2018,March,2018,Friday,Heel-taps,0,4,10,Core
615,70,9/03/2018,March,2018,Friday,Raised leg circles,0,4,10,Core
616,70,9/03/2018,March,2018,Friday,Scissors,0,4,12,Core
617,70,9/03/2018,March,2018,Friday,Knee-Pull ins,0,4,10,Core
618,70,9/03/2018,March,2018,Friday,Flitter Kicks,0,4,20,Core
619,71,11/03/2018,March,2018,Sunday,Leg Extension,88,4,12,Legs
620,71,11/03/2018,March,2018,Sunday,Pec Fly,100,4,8,Chest
621,71,11/03/2018,March,2018,Sunday,Hip abduction,60,3,12,Legs
622,71,11/03/2018,March,2018,Sunday,Hip adduction,65,3,12,Legs
623,71,11/03/2018,March,2018,Sunday,Seated Row,90,4,8,Back
624,71,11/03/2018,March,2018,Sunday,Heel-taps,0,4,10,Core
625,71,11/03/2018,March,2018,Sunday,Raised leg circles,0,4,10,Core
626,71,11/03/2018,March,2018,Sunday,Scissors,0,4,12,Core
627,71,11/03/2018,March,2018,Sunday,Knee-Pull ins,0,4,10,Core
628,71,11/03/2018,March,2018,Sunday,Flitter Kicks,0,4,20,Core
629,72,12/03/2018,March,2018,Monday,Barbell Row,80,4,8,Back
630,72,12/03/2018,March,2018,Monday,Overhead Press,45,4,8,Shoulders
631,72,12/03/2018,March,2018,Monday,Bench Press,80,4,8,Chest
632,72,12/03/2018,March,2018,Monday,Upright Rows,25,3,12,Shoulders
633,72,12/03/2018,March,2018,Monday,Plank,0,5,30,Core
634,72,12/03/2018,March,2018,Monday,Left Plank,0,5,30,Core
635,72,12/03/2018,March,2018,Monday,Right Plank,0,5,30,Core
636,73,13/03/2018,March,2018,Tuesday,Bicep Curl,35,4,8,Arms
637,73,13/03/2018,March,2018,Tuesday,Hammer Curl,15,4,8,Arms
638,73,13/03/2018,March,2018,Tuesday,Lying down tricep curl,30,4,8,Arms
639,73,13/03/2018,March,2018,Tuesday,Tricep Pull down,40,4,8,Arms
640,73,13/03/2018,March,2018,Tuesday,Bodyweight Dip,94,4,8,Back
641,73,13/03/2018,March,2018,Tuesday,Heel-taps,0,4,10,Core
642,73,13/03/2018,March,2018,Tuesday,Raised leg circles,0,4,10,Core
643,73,13/03/2018,March,2018,Tuesday,Scissors,0,4,12,Core
644,73,13/03/2018,March,2018,Tuesday,Knee-Pull ins,0,4,10,Core
645,73,13/03/2018,March,2018,Tuesday,Flitter Kicks,0,4,20,Core
646,74,15/03/2018,March,2018,Thursday,Barbell Squat,90,5,5,Legs
647,74,15/03/2018,March,2018,Thursday,Barbell Lunge,40,3,20,Legs
648,74,15/03/2018,March,2018,Thursday,Goblet Squat,25,3,12,Legs
649,74,15/03/2018,March,2018,Thursday,Leg Extension,100,4,8,Legs
650,74,15/03/2018,March,2018,Thursday,Russian Twists,10,3,20,Core
651,74,15/03/2018,March,2018,Thursday,Barbell twists,0,3,20,Core
652,75,17/03/2018,March,2018,Saturday,Incline Bench,72.5,4,8,Chest
653,75,17/03/2018,March,2018,Saturday,Upright Rows,30,4,8,Shoulders
654,75,17/03/2018,March,2018,Saturday,Shoulder Press,25,4,8,Shoulders
655,75,17/03/2018,March,2018,Saturday,Shoulder Shrug,25,4,8,Shoulders
656,75,17/03/2018,March,2018,Saturday,Front raises,7.5,4,8,Shoulders
657,75,17/03/2018,March,2018,Saturday,Laterial Raises,7.5,4,8,Shoulders
658,75,17/03/2018,March,2018,Saturday,Rear delt flys,7.5,4,8,Back
659,75,17/03/2018,March,2018,Saturday,Plank,0,4,30,Core
660,75,17/03/2018,March,2018,Saturday,Knee-Pull ins,0,4,10,Core
661,75,17/03/2018,March,2018,Saturday,Reverse Crunch,0,4,10,Core
662,76,18/03/2018,March,2018,Sunday,Russian Twists,10,4,20,Core
663,76,18/03/2018,March,2018,Sunday,Barbell twists,0,4,20,Core
664,76,18/03/2018,March,2018,Sunday,Plank,0,4,30,Core
665,76,18/03/2018,March,2018,Sunday,Left Plank,0,4,30,Core
666,76,18/03/2018,March,2018,Sunday,Right Plank,0,4,30,Core
667,76,18/03/2018,March,2018,Sunday,Heel-taps,0,4,15,Core
668,76,18/03/2018,March,2018,Sunday,Raised leg circles,0,4,12,Core
669,76,18/03/2018,March,2018,Sunday,Scissors,0,4,12,Core
670,76,18/03/2018,March,2018,Sunday,Knee-Pull ins,0,4,12,Core
671,76,18/03/2018,March,2018,Sunday,Flitter Kicks,0,4,20,Core
672,77,19/03/2018,March,2018,Monday,Chest Fly,105,4,8,Chest
673,77,19/03/2018,March,2018,Monday,Upright Rows,30,3,12,Shoulders
674,77,19/03/2018,March,2018,Monday,Bicep Curl,35,4,8,Arms
675,77,19/03/2018,March,2018,Monday,Seated Row,80,4,8,Back
676,78,21/03/2018,March,2018,Wednesday,Incline Bench,72.5,4,8,Chest
677,78,21/03/2018,March,2018,Wednesday,Bench Press,80,5,8,Chest
678,78,21/03/2018,March,2018,Wednesday,Overhead Press,40,4,8,Shoulders
679,78,21/03/2018,March,2018,Wednesday,Barbell Row,80,5,5,Back
680,79,23/03/2018,March,2018,Friday,Shoulder Press,25,4,8,Shoulders
681,79,23/03/2018,March,2018,Friday,Shoulder Shrug,25,4,8,Shoulders
682,79,23/03/2018,March,2018,Friday,Tricep Pull down,42.5,4,8,Arms
683,79,23/03/2018,March,2018,Friday,Hammer Curl,17.5,4,8,Arms
684,79,23/03/2018,March,2018,Friday,Heel-taps,0,4,15,Core
685,79,23/03/2018,March,2018,Friday,Raised leg circles,0,4,12,Core
686,79,23/03/2018,March,2018,Friday,Scissors,0,4,12,Core
687,79,23/03/2018,March,2018,Friday,Knee-Pull ins,0,4,12,Core
688,79,23/03/2018,March,2018,Friday,Flitter Kicks,0,4,20,Core
689,80,25/03/2018,March,2018,Sunday,Bench Press,85,5,5,Chest
690,80,25/03/2018,March,2018,Sunday,Overhead Press,50,5,5,Shoulders
691,80,25/03/2018,March,2018,Sunday,Barbell Row,90,5,5,Back
692,80,25/03/2018,March,2018,Sunday,Pull-Ups,93.8,4,5,Back
693,80,25/03/2018,March,2018,Sunday,Upright Rows,30,3,12,Shoulders
694,80,25/03/2018,March,2018,Sunday,Bicep Curl,30,3,12,Arms
695,80,25/03/2018,March,2018,Sunday,Plank,0,3,30,Core
696,80,25/03/2018,March,2018,Sunday,Reverse Crunch,0,3,12,Core
697,80,25/03/2018,March,2018,Sunday,Heel-taps,0,3,15,Core
698,81,26/03/2018,March,2018,Monday,Heel-taps,0,5,12,Core
699,81,26/03/2018,March,2018,Monday,Raised leg circles,0,5,10,Core
700,81,26/03/2018,March,2018,Monday,Scissors,0,5,12,Core
701,81,26/03/2018,March,2018,Monday,Knee-Pull ins,0,5,10,Core
702,81,26/03/2018,March,2018,Monday,Flitter Kicks,0,5,20,Core
703,81,26/03/2018,March,2018,Monday,Swiss ball leg raise,0,4,10,Core
704,81,26/03/2018,March,2018,Monday,Swiss ball crunch,0,4,10,Core
705,82,28/03/2018,March,2018,Wednesday,Deadlift,120,5,5,Legs
706,82,28/03/2018,March,2018,Wednesday,Front raises,10,4,8,Shoulders
707,82,28/03/2018,March,2018,Wednesday,Laterial Raises,10,4,8,Shoulders
708,82,28/03/2018,March,2018,Wednesday,Rear delt flys,10,4,8,Back
709,82,28/03/2018,March,2018,Wednesday,Wall Squats,20,4,30,Legs
710,82,28/03/2018,March,2018,Wednesday,Leg Extension,108,4,8,Legs
711,83,30/03/2018,March,2018,Friday,Incline Bench,75,5,5,Chest
712,83,30/03/2018,March,2018,Friday,Pec Fly,110,5,5,Chest
713,83,30/03/2018,March,2018,Friday,Shoulder Press,27.5,5,5,Shoulders
714,83,30/03/2018,March,2018,Friday,Shoulder Shrug,27.5,5,5,Shoulders
715,83,30/03/2018,March,2018,Friday,Tricep Pull down,42.5,4,8,Arms
716,83,30/03/2018,March,2018,Friday,Hammer Curl,17.5,4,8,Arms
717,83,30/03/2018,March,2018,Friday,Heel-taps,0,3,12,Core
718,83,30/03/2018,March,2018,Friday,Raised leg circles,0,3,10,Core
719,83,30/03/2018,March,2018,Friday,Scissors,0,3,12,Core
720,83,30/03/2018,March,2018,Friday,Knee-Pull ins,0,3,10,Core
721,83,30/03/2018,March,2018,Friday,Flitter Kicks,0,3,20,Core
722,84,1/04/2018,April,2018,Sunday,Seated Row,80,4,8,Back
723,84,1/04/2018,April,2018,Sunday,Russian Twists,15,4,12,Core
724,84,1/04/2018,April,2018,Sunday,Leg Extension,108,4,8,Legs
725,84,1/04/2018,April,2018,Sunday,Barbell Lunge,35,3,20,Legs
726,84,1/04/2018,April,2018,Sunday,Plank,0,3,30,Core
727,84,1/04/2018,April,2018,Sunday,Leg Raises,0,3,10,Core
728,84,1/04/2018,April,2018,Sunday,Knee-Pull ins,0,3,10,Core
729,84,1/04/2018,April,2018,Sunday,Crunches,0,3,10,Core
730,85,2/04/2018,April,2018,Monday,Bench Press,85,5,5,Chest
731,85,2/04/2018,April,2018,Monday,Overhead Press,50,5,5,Shoulders
732,85,2/04/2018,April,2018,Monday,Barbell Row,90,5,5,Back
733,85,2/04/2018,April,2018,Monday,Pull-Ups,93,5,5,Shoulders
734,85,2/04/2018,April,2018,Monday,Bicep Curl,30,4,12,Arms
735,85,2/04/2018,April,2018,Monday,Upright Rows,30,4,12,Arms
736,86,4/04/2018,April,2018,Wednesday,Deadlift,125,5,5,Legs
737,86,4/04/2018,April,2018,Wednesday,Hip adduction,70,4,8,Legs
738,86,4/04/2018,April,2018,Wednesday,Hip abduction,70,4,8,Legs
739,86,4/04/2018,April,2018,Wednesday,Leg Press,150,4,8,Legs
740,87,5/04/2018,April,2018,Thursday,Pec Fly,120,5,5,Chest
741,87,5/04/2018,April,2018,Thursday,Tricep Pull down,42.5,4,8,Arms
742,87,5/04/2018,April,2018,Thursday,Hammer Curl,17.5,4,8,Arms
743,87,5/04/2018,April,2018,Thursday,Seated Row,80,4,8,Back
744,87,5/04/2018,April,2018,Thursday,Plank,0,4,30,Core
745,87,5/04/2018,April,2018,Thursday,Left Plank,0,4,30,Core
746,87,5/04/2018,April,2018,Thursday,Right Plank,0,4,30,Core
747,88,7/04/2018,April,2018,Saturday,Incline Bench,75,5,5,Chest
748,88,7/04/2018,April,2018,Saturday,Pec Fly,120,5,5,Chest
749,88,7/04/2018,April,2018,Saturday,Shoulder Press,30,5,5,Shoulders
750,88,7/04/2018,April,2018,Saturday,Shoulder Shrug,30,5,5,Shoulders
751,88,7/04/2018,April,2018,Saturday,Heel-taps,0,4,12,Core
752,88,7/04/2018,April,2018,Saturday,Raised leg circles,0,4,10,Core
753,88,7/04/2018,April,2018,Saturday,Scissors,0,4,12,Core
754,88,7/04/2018,April,2018,Saturday,Knee-Pull ins,0,4,10,Core
755,88,7/04/2018,April,2018,Saturday,Flitter Kicks,0,4,20,Core
756,89,8/04/2018,April,2018,Sunday,Bench Press,85,5,5,Chest
757,89,8/04/2018,April,2018,Sunday,Overhead Press,50,5,5,Shoulders
758,89,8/04/2018,April,2018,Sunday,Barbell Row,95,5,5,Back
759,89,8/04/2018,April,2018,Sunday,Pull-Ups,93,5,5,Shoulders
760,89,8/04/2018,April,2018,Sunday,Upright Rows,30,4,12,Shoulders
761,89,8/04/2018,April,2018,Sunday,Bicep Curl,35,4,8,Arms
762,90,10/04/2018,April,2018,Tuesday,Barbell Squat,85,5,5,Legs
763,90,10/04/2018,April,2018,Tuesday,Leg Extension,108,4,8,Legs
764,90,10/04/2018,April,2018,Tuesday,Hip adduction,75,4,8,Legs
765,90,10/04/2018,April,2018,Tuesday,Hip abduction,65,4,8,Legs
766,91,16/04/2018,April,2018,Monday,Russian Twists,15,4,12,Core
767,91,16/04/2018,April,2018,Monday,Barbell twists,0,4,12,Core
768,91,16/04/2018,April,2018,Monday,Heel-taps,0,4,12,Core
769,91,16/04/2018,April,2018,Monday,Raised leg circles,0,4,10,Core
770,91,16/04/2018,April,2018,Monday,Knee-Pull ins,0,4,10,Core
771,91,16/04/2018,April,2018,Monday,Scissors,0,4,12,Core
772,91,16/04/2018,April,2018,Monday,Flitter Kicks,0,4,20,Core
773,92,17/04/2018,April,2018,Tuesday,Incline Bench,75,5,5,Chest
774,92,17/04/2018,April,2018,Tuesday,Bicep Curl,30,4,12,Arms
775,92,17/04/2018,April,2018,Tuesday,Upright Rows,30,4,12,Shoulders
776,92,17/04/2018,April,2018,Tuesday,Seated Row,80,4,8,Back
777,93,19/04/2018,April,2018,Thursday,Deadlift,120,4,5,Legs
778,93,19/04/2018,April,2018,Thursday,Barbell Lunge,40,4,12,Legs
779,93,19/04/2018,April,2018,Thursday,Leg Extension,155,4,8,Legs
780,93,19/04/2018,April,2018,Thursday,Kettlebell Squat,28,4,8,Legs
781,93,19/04/2018,April,2018,Thursday,Wall Squats,24,4,30,Legs
782,94,20/04/2018,April,2018,Friday,Tricep Pull down,42.5,4,8,Arms
783,94,20/04/2018,April,2018,Friday,Hammer Curl,17.5,4,8,Arms
784,94,20/04/2018,April,2018,Friday,Lying down tricep curl,30,4,8,Arms
785,94,20/04/2018,April,2018,Friday,Front raises,10,4,8,Shoulders
786,94,20/04/2018,April,2018,Friday,Laterial Raises,10,4,8,Shoulders
787,94,20/04/2018,April,2018,Friday,Rear delt flys,10,4,8,Back
788,95,21/04/2018,April,2018,Saturday,Bench Press,85,5,5,Chest
789,95,21/04/2018,April,2018,Saturday,Overhead Press,50,5,5,Shoulders
790,95,21/04/2018,April,2018,Saturday,Barbell Row,95,5,5,Back
791,95,21/04/2018,April,2018,Saturday,Pull-Ups,94,4,5,Shoulders
792,95,21/04/2018,April,2018,Saturday,Bicep Curl,35,4,8,Arms
793,95,21/04/2018,April,2018,Saturday,Upright Rows,35,4,8,Shoulders
794,96,23/04/2018,April,2018,Monday,Shoulder Press,25,4,8,Shoulders
795,96,23/04/2018,April,2018,Monday,Shoulder Shrug,25,4,8,Shoulders
796,96,23/04/2018,April,2018,Monday,Leg Extension,108,4,8,Legs
797,96,23/04/2018,April,2018,Monday,Dumbell Rows,30,4,8,Back
798,96,23/04/2018,April,2018,Monday,Leg Raises,0,4,10,Core
799,96,23/04/2018,April,2018,Monday,Plank,0,4,30,Core
800,97,25/04/2018,April,2018,Wednesday,Pec Fly,110,4,8,Chest
801,97,25/04/2018,April,2018,Wednesday,Bicep Curl,35,4,8,Arms
802,97,25/04/2018,April,2018,Wednesday,Row (machine),60,4,8,Back
803,97,25/04/2018,April,2018,Wednesday,Russian Twists,15,4,12,Core
804,97,25/04/2018,April,2018,Wednesday,Heel-taps,0,3,12,Core
805,97,25/04/2018,April,2018,Wednesday,Raised leg circles,0,3,10,Core
806,97,25/04/2018,April,2018,Wednesday,Scissors,0,3,12,Core
807,97,25/04/2018,April,2018,Wednesday,Knee-Pull ins,0,3,10,Core
808,97,25/04/2018,April,2018,Wednesday,Flitter Kicks,0,3,20,Core
809,98,26/04/2018,April,2018,Thursday,Bench Press,85,5,5,Chest
810,98,26/04/2018,April,2018,Thursday,Overhead Press,50,5,5,Shoulders
811,98,26/04/2018,April,2018,Thursday,Barbell Row,100,5,5,Back
812,98,26/04/2018,April,2018,Thursday,Upright Rows,30,4,12,Shoulders
813,98,26/04/2018,April,2018,Thursday,Press-up hold,0,1,60,Shoulders
814,99,29/04/2018,April,2018,Sunday,Deadlift,130,5,3,Legs
815,99,29/04/2018,April,2018,Sunday,Barbell Lunge,40,3,8,Legs
816,99,29/04/2018,April,2018,Sunday,Barbell Squat,70,3,8,Legs
817,99,29/04/2018,April,2018,Sunday,Leg Press,120,3,6,Legs
818,100,30/04/2018,April,2018,Monday,Bicep Curl,40,4,8,Arms
819,100,30/04/2018,April,2018,Monday,Laying down tricep curl,30,4,8,Arms
820,100,30/04/2018,April,2018,Monday,Hammer Curl,20,4,8,Arms
821,100,30/04/2018,April,2018,Monday,Tricep Pull down,45,4,8,Arms
822,100,30/04/2018,April,2018,Monday,Plank,0,3,30,Core
823,100,30/04/2018,April,2018,Monday,Left Plank,0,3,30,Core
824,100,30/04/2018,April,2018,Monday,Right Plank,0,3,30,Core
825,101,2/05/2018,May,2018,Wednesday,Bench Press,85,5,5,Chest
826,101,2/05/2018,May,2018,Wednesday,Overhead Press,52.5,5,5,Shoulders
827,101,2/05/2018,May,2018,Wednesday,Laterial Raises,10,4,8,Shoulders
828,101,2/05/2018,May,2018,Wednesday,Front raises,10,4,8,Shoulders
829,101,2/05/2018,May,2018,Wednesday,Upright Rows,30,4,12,Shoulders
830,102,4/05/2018,May,2018,Friday,Pec Fly,105,4,8,Chest
831,102,4/05/2018,May,2018,Friday,Incline Bench,70,3,8,Chest
832,102,4/05/2018,May,2018,Friday,Seated Row,70,4,8,Back
833,102,4/05/2018,May,2018,Friday,Dumbell Rows,30,4,8,Back
834,102,4/05/2018,May,2018,Friday,Heel-taps,0,2,10,Core
835,102,4/05/2018,May,2018,Friday,Leg Raises,0,2,10,Core
836,102,4/05/2018,May,2018,Friday,Scissors,0,2,12,Core
837,102,4/05/2018,May,2018,Friday,Knee-Pull ins,0,2,10,Core
838,102,4/05/2018,May,2018,Friday,Flitter Kicks,0,2,10,Core
839,103,5/05/2018,May,2018,Saturday,Shoulder Press,25,4,8,Shoulders
840,103,5/05/2018,May,2018,Saturday,Shoulder Shrug,25,4,8,Shoulders
841,103,5/05/2018,May,2018,Saturday,Tricep Pull down,45,4,8,Arms
842,103,5/05/2018,May,2018,Saturday,Hammer Curl,20,4,8,Arms
843,103,5/05/2018,May,2018,Saturday,Russian Twists,10,4,12,Core
844,103,5/05/2018,May,2018,Saturday,Left Situp,0,4,12,Core
845,103,5/05/2018,May,2018,Saturday,Right Situp,0,4,12,Core
846,104,6/05/2018,May,2018,Sunday,Barbell Squat,75,3,8,Legs
847,104,6/05/2018,May,2018,Sunday,Barbell Lunge,45,3,8,Legs
848,104,6/05/2018,May,2018,Sunday,Hip adduction,65,3,12,Legs
849,104,6/05/2018,May,2018,Sunday,Hip abduction,65,3,12,Legs
850,104,6/05/2018,May,2018,Sunday,Leg Extension,108,4,8,Legs
851,105,11/05/2018,May,2018,Friday,Pec Fly,105,4,8,Chest
852,105,11/05/2018,May,2018,Friday,Hip adduction,60,4,12,Legs
853,105,11/05/2018,May,2018,Friday,Hip abduction,60,4,12,Legs
854,105,11/05/2018,May,2018,Friday,Upright Rows,30,4,12,Shoulders
855,105,11/05/2018,May,2018,Friday,Leg Extension,101,4,8,Legs
856,105,11/05/2018,May,2018,Friday,Bicep Curl,25,4,12,Arms
857,106,12/05/2018,May,2018,Saturday,Bench Press,85,5,5,Chest
858,106,12/05/2018,May,2018,Saturday,Overhead Press,52.5,5,5,Shoulders
859,106,12/05/2018,May,2018,Saturday,Barbell Row,90,5,5,Back
860,106,12/05/2018,May,2018,Saturday,Front raises,10,4,8,Shoulders
861,106,12/05/2018,May,2018,Saturday,Laterial Raises,10,4,8,Shoulders
862,106,12/05/2018,May,2018,Saturday,Rear delt flys,10,4,8,Back
863,106,12/05/2018,May,2018,Saturday,Plank,0,5,30,Core
864,107,15/05/2018,May,2018,Tuesday,Incline Bench,65,4,12,Chest
865,107,15/05/2018,May,2018,Tuesday,Dumbell Fly,45,3,12,Chest
866,107,15/05/2018,May,2018,Tuesday,Machine Shoulder Press,40,4,10,Shoulders
867,107,15/05/2018,May,2018,Tuesday,Laterial Raises,20,3,10,Shoulders
868,107,15/05/2018,May,2018,Tuesday,Shoulder Shrug,60,3,12,Shoulders
869,107,15/05/2018,May,2018,Tuesday,Skull Crusher,25,2,12,Arms
870,108,16/05/2018,May,2018,Wednesday,Barbell Squat,70,4,10,Legs
871,108,16/05/2018,May,2018,Wednesday,Leg Press,110,3,12,Legs
872,108,16/05/2018,May,2018,Wednesday,Barbell Lunge,45,3,10,Legs
873,108,16/05/2018,May,2018,Wednesday,Leg Extension,108,3,10,Legs
874,108,16/05/2018,May,2018,Wednesday,Standing Machine Calf Raise,50,3,10,Legs
875,108,16/05/2018,May,2018,Wednesday,Plank,0,3,30,Core
876,108,16/05/2018,May,2018,Wednesday,Decline sit-up,0,3,15,Core
877,108,16/05/2018,May,2018,Wednesday,Hanging leg raise,0,3,15,Core
878,109,18/05/2018,May,2018,Friday,Sit-ups,0,3,15,Core
879,109,18/05/2018,May,2018,Friday,Plank,0,3,30,Core
880,109,18/05/2018,May,2018,Friday,Left Plank,0,3,20,Core
881,109,18/05/2018,May,2018,Friday,Right Plank,0,3,20,Core
882,110,21/05/2018,May,2018,Monday,Shoulder Press,25,4,8,Shoulders
883,110,21/05/2018,May,2018,Monday,Dumbell Bench,60,4,8,Chest
884,110,21/05/2018,May,2018,Monday,Push ups,0,3,12,Chest
885,110,21/05/2018,May,2018,Monday,Close grip push ups,0,3,8,Chest
886,110,21/05/2018,May,2018,Monday,Tricep Pull down,42,3,10,Arms
887,110,21/05/2018,May,2018,Monday,MTS Ab Crunch,30,4,12,Core
888,111,23/05/2018,May,2018,Wednesday,Bench Press,80,4,8,Chest
889,111,23/05/2018,May,2018,Wednesday,Barbell Curl,30,3,12,Arms
890,111,23/05/2018,May,2018,Wednesday,hypertension back,0,3,10,Back
891,111,23/05/2018,May,2018,Wednesday,Plank,0,3,30,Core
892,111,23/05/2018,May,2018,Wednesday,MTS Ab Crunch,35,3,12,Core
893,112,24/05/2018,May,2018,Thursday,Seated Row,70,4,8,Back
894,112,24/05/2018,May,2018,Thursday,One-arm row,30,4,8,Arms
895,112,24/05/2018,May,2018,Thursday,Overhead Press,50,5,5,Shoulders
896,112,24/05/2018,May,2018,Thursday,Barbell Row,90,5,5,Back
897,112,24/05/2018,May,2018,Thursday,MTS Ab Crunch,35,4,12,Core
898,113,26/05/2018,May,2018,Saturday,Incline Bench,70,4,8,Chest
899,113,26/05/2018,May,2018,Saturday,Dumbell Fly,45,3,12,Chest
900,113,26/05/2018,May,2018,Saturday,Machine Shoulder Press,40,4,10,Shoulders
901,113,26/05/2018,May,2018,Saturday,Laterial Raises,20,3,12,Shoulders
902,113,26/05/2018,May,2018,Saturday,Shoulder Shrug,60,3,12,Shoulders
903,113,26/05/2018,May,2018,Saturday,Skull Crusher,25,2,12,Arms
904,113,26/05/2018,May,2018,Saturday,MTS Ab Crunch,35,3,12,Core
905,114,27/05/2018,May,2018,Sunday,Leg Extension,101,4,10,Legs
906,114,27/05/2018,May,2018,Sunday,Hip adduction,70,4,12,Legs
907,114,27/05/2018,May,2018,Sunday,Hip abduction,70,4,12,Legs
908,114,27/05/2018,May,2018,Sunday,Tricep Pull down,40,4,8,Arms
909,114,27/05/2018,May,2018,Sunday,Hammer Curl,20,4,8,Arms
